"field_1","site_no","Latitude","Longitude","date","sceneID","blue","green","red","nir","swir1","swir2","qa","dswe","blue_sd","green_sd","red_sd","nir_sd","swir1_sd","swir2_sd","qa_sd","dswe_sd","hillshade","hillshadow","hillshadow_sd","azimuth","zenith","pixelCount","elevation","Site_No_1","date.1","date.1.1","ActivityStartDate","sample_tm","SAMPLE_DEPTH","KB","CELLCOUNT_UNIT","YEAR","SN_y","SN","rivid","lengthkm","lengthdir","sinuosity","slope","uparea","order","strmDrop_t","slope_taud","NextDownID","maxup","up1","up2","up3","up4","lon","lat","mwth_mean","mwth_max","gwth_mean","gwth_max","Hylak_id","Lake_area","Grand_id","n","distance","feature_x","feature_y","nearest_x","nearest_y","Qout","discharge","TP","T2M","wind_U","wind_V","Wind_Speed","Wind_Direction","runoff","count","Site_ID"
1233,NA,26.13163,-81.8063,"2020-12-14","L2A_T17RMK_A019714_20201214T160650",338.832840236686,685.25,274.056277056277,85.993166287016,122.5,100.8,0,1,669.346623942385,673.767286498698,691.272238494343,755.542807627393,446.179405409238,387.911419029791,0,0.297801674173524,199,1,0,161.084685425768,52.2912151643047,61,0,12,"2020/12/15 14:35:00","2020/12/13 14:35:00","2020/12/14","14:35",0.5,413964,"cells/L",2020,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.44928306,0.44928306,1.5656153e-05,295.12216,0.3151404,3.0208313,3.03722492001693,185.955690535157,1.9868216e-08,28,5
1234,NA,26.13163,-81.8063,"2021-01-28","L2A_T17RMJ_A029266_20210128T161127",1452.58642765685,1749.8174904943,1428.33333333333,593.5,285,208,0,1,863.384357778585,867.746300322482,928.33147028423,1069.37817305045,511.634445177968,395.645218378664,0,0.43527965716832,187,1,0,153.239824159695,48.1251385512711,63,0,12,"2021/01/29 14:08:00","2021/01/27 14:08:00","2021/01/28","14:08",0.5,63333,"cells/L",2021,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.22020602,0.22020602,8.106232e-06,294.03516,1.6012872,-3.0593529,3.45307990982286,332.372118035274,0,28,5
1235,NA,26.13163,-81.8063,"2021-01-28","L2A_T17RMK_A029266_20210128T161127",1385.66841415465,1670.15969581749,1322,622.666666666667,284,197.666666666667,0,1,744.085875462258,758.779312280624,813.12567184944,863.016338079346,406.516513315677,335.010706959218,0,0.428255420882315,193,1,0,153.523181993642,48.957962268411,62,0,12,"2021/01/29 14:08:00","2021/01/27 14:08:00","2021/01/28","14:08",0.5,63333,"cells/L",2021,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.22020602,0.22020602,8.106232e-06,294.03516,1.6012872,-3.0593529,3.45307990982286,332.372118035274,0,28,5
1238,NA,26.13163,-81.8063,"2021-03-15","L2A_T17RMJ_A021001_20210314T160346",806.857456140351,955.20618556701,331,171.535249042146,197.49146514936,179.8884644767,0,1,419.937708131739,508.422927101773,506.984624926742,624.808211003272,324.421883654217,255.124145925046,0,0.211371082163573,141,1,0,142.855944663124,33.8443590679994,64,0,12,"2021/03/16 13:42:00","2021/03/14 13:42:00","2021/03/15","13:42",0.5,10000,"cells/L",2021,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.15243061,0.15243061,0,295.32285,0.0766786,0.7399845,0.743946683531965,185.915983548745,0,28,5
1239,NA,26.13163,-81.8063,"2021-03-15","L2A_T17RMK_A021001_20210314T160346",758.234649122807,906.20618556701,297,111.217279325685,184.775388686735,172.395780051151,0,1,413.528641397255,500.099107121138,498.779457296995,615.934730936191,318.372312620553,249.457316751502,0,0.211371082163573,143,1,0,143.554492400612,34.6017945215909,64,0,12,"2021/03/16 13:42:00","2021/03/14 13:42:00","2021/03/15","13:42",0.5,10000,"cells/L",2021,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.15243061,0.15243061,0,295.32285,0.0766786,0.7399845,0.743946683531965,185.915983548745,0,28,5
1240,NA,26.13163,-81.8063,"2021-03-25","L2A_T17RMJ_A021144_20210324T160756",1304.4,1492.44533527697,923.5,780.636056718434,647.028225806452,588.676622039135,2048,1,319.897826170154,345.638768112082,474.115548517315,526.164599949729,324.485265381358,238.894999418387,0,0.370216058709384,125,1,0,139.796513695687,30.1682793533338,61,0,12,"2021/03/26 14:25:00","2021/03/24 14:25:00","2021/03/25","14:25",0.5,19667,"cells/L",2021,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.13806042,0.13806042,0,297.5945,-1.5674458,3.7022533,4.02039374107792,157.053358865261,0,28,5
1241,NA,26.13163,-81.8063,"2021-03-25","L2A_T17RMK_A021144_20210324T160756",1272,1460.24635568513,903.375,728.25,630.099257258609,573.951876019576,2048,1,318.294534843194,371.245018480121,468.638242361535,516.899667562532,319.165591111968,232.96728867385,0,0.354644387750556,128,1,0,140.671867103277,30.899073142998,61,0,12,"2021/03/26 14:25:00","2021/03/24 14:25:00","2021/03/25","14:25",0.5,19667,"cells/L",2021,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.13806042,0.13806042,0,297.5945,-1.5674458,3.7022533,4.02039374107792,157.053358865261,0,28,5
1244,NA,26.13163,-81.8063,"2021-04-19","L2A_T17RMJ_A030410_20210418T161440",1365.57142857143,1689.86206896552,1002.79669681479,686.928368570527,743.729602356406,675.855769230769,0,1,474.598830012331,508.661778220473,617.944978760294,706.304200960567,403.523874552733,296.775970873542,0,0.397519857474824,93,1,0,128.820351770571,21.9108764147621,61,0,12,"2021/04/20 14:58:00","2021/04/18 14:58:00","2021/04/19","14:58",0.5,40667,"cells/L",2021,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.119176164,0.119176164,0.00026086965,299.07767,2.2009575,3.0019367,3.72234306151557,216.248093892,2.0861626e-07,28,5
1245,NA,26.13163,-81.8063,"2021-04-19","L2A_T17RMK_A030410_20210418T161440",1368.94444444444,1673,1003.27272727273,655.204254158713,730.586341118188,669.236465463597,0,1,501.96788419558,535.103972314039,658.010838457525,736.189013452099,443.214329334429,337.172563250554,0,0.39507899077148,95,1,0,130.404353069447,22.5309163605822,62,0,12,"2021/04/20 14:58:00","2021/04/18 14:58:00","2021/04/19","14:58",0.5,40667,"cells/L",2021,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.119176164,0.119176164,0.00026086965,299.07767,2.2009575,3.0019367,3.72234306151557,216.248093892,2.0861626e-07,28,5
1249,NA,26.13163,-81.8063,"2021-05-24","L2A_T17RMJ_A022002_20210523T161112",512,598.240773286468,352,226,336.5,305,0,1,304.656579020504,261.647860659412,292.06372748688,371.211082689512,239.068625140508,200.651050359428,0,0.302246686442831,64,1,0,104.784222764002,16.0381360725406,59,0,12,"2021/05/25 14:43:00","2021/05/23 14:43:00","2021/05/24","14:43",0.5,19333,"cells/L",2021,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.08828942,0.08828942,0,298.99774,-1.2137407,0.08678945,1.21683971642439,94.0900168293662,0,28,5
1250,NA,26.13163,-81.8063,"2021-05-24","L2A_T17RMK_A022002_20210523T161112",677,704,447,303,346.10151187905,309,0,1,248.07660736504,220.139860117351,249.751006597703,331.197856320384,224.283892217012,189.09880475682,0,0.335235640174621,61,1,0,107.685765451615,16.3459953553546,62,0,12,"2021/05/25 14:43:00","2021/05/23 14:43:00","2021/05/24","14:43",0.5,19333,"cells/L",2021,12,12,73022920,1.73229596939278,1.38086902319921,1.25449694380093,0.000346571183,113.941310907325,2,0.6,0.000346571183,0,2,73022944,73022968,0,0,-81.7875,26.1,208.202342563205,311.553283691406,-1,-1,114600,2.44,0,1,0.0349029958917882,-81.8063,26.13163,-81.7958333333333,26.0983333333333,0.08828942,0.08828942,0,298.99774,-1.2137407,0.08678945,1.21683971642439,94.0900168293662,0,28,5
1272,NA,26.92467,-82.36189,"2019-11-06","L2A_T17RLK_A022831_20191105T161109",787.752941176471,1027.01428571429,564.762790697674,578.263537906137,491.766129032258,450.645161290323,2048,1,418.970728362364,471.467026353674,547.11810910088,490.869832074468,427.164460992126,350.734593825762,0,0.334724986110285,NA,1,0,160.154894987,44.5761661495,70,1,13,"2019/11/07 12:22:00","2019/11/05 12:22:00","2019/11/06","12:22",0.5,17694669,"cells/L",2019,13,13,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.0127005205492606,-82.36189,26.92467,-82.3558333333333,26.9358333333333,0.17950004,0.17950004,1.7960867e-05,299.75815,-2.4230397,-2.5884838,3.54561274967227,43.1091962750065,0,12,26
1273,NA,26.92467,-82.36189,"2019-11-20","L2A_T17RLK_A014137_20191120T160546",1038.25,1253.50495049505,388.007402422611,44.3735154394299,48.9967213114754,51.6652136006975,0,1,191.615737269231,194.286164834643,376.047373321831,324.750921030348,238.11838038447,182.131809997644,0,0.172691879389567,NA,1,0,161.216803066,48.5285559505,65,1,13,"2019/11/21 12:00:00","2019/11/19 12:00:00","2019/11/20","12:00",0.5,13667,"cells/L",2019,13,13,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.0127005205492606,-82.36189,26.92467,-82.3558333333333,26.9358333333333,0.14511265,0.14511265,0,291.38028,0.068141304,-2.6688297,2.66969945966075,358.537425943544,0,12,26
1276,NA,26.92467,-82.36189,"2020-02-19","L2A_T17RLK_A015424_20200218T161223",1058.33507853403,1141.07880434783,235.727532097004,74.9967213114754,98.5,91.6100536847243,0,1,214.961076622746,260.434263317333,334.76964106733,222.560324980173,307.992588130679,257.406794849892,0,0.208298895225265,NA,1,0,148.080163517861,43.8155014849664,66,1,13,"2020/02/20 14:25:00","2020/02/18 14:25:00","2020/02/19","14:25",0.5,26000,"cells/L",2020,13,13,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.0127005205492606,-82.36189,26.92467,-82.3558333333333,26.9358333333333,0.10735352,0.10735352,6.4492226e-05,296.96817,0.5861848,-0.28117242,0.650131178701419,295.625410896017,3.973643e-08,12,26
1294,NA,26.92467,-82.36189,"2021-08-11","L2A_T17RLK_A023146_20210811T160454",742.5,1093.75,393.042899408284,208.175523349436,314.398016997167,293.586330935252,0,1,500.987874234255,472.803759621745,554.381121013009,596.213290020637,438.399847461567,326.418187037303,0,0.283636787088028,106,1,0,118.221290677051,21.7201652382721,68,1,13,"2021/08/12 11:00:00","2021/08/10 11:00:00","2021/08/11","11:00",0.5,88333,"cells/L",2021,13,13,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.0127005205492606,-82.36189,26.92467,-82.3558333333333,26.9358333333333,0.98962176,0.98962176,0.00029937425,300.89026,-2.8775685,-0.23561542,2.88719848613393,85.3190615908238,1.7434359e-06,12,26
1295,NA,26.92467,-82.36189,"2021-09-01","L2A_T17RLK_A023432_20210831T161543",586.75,748.5,602.754884547069,620,481,397.333333333333,0,1,367.430865826633,468.653522363203,370.66102138401,262.644981818822,159.941929769643,131.236136730644,0,0.211371082163573,NA,1,0,132.712319684725,25.3025671726371,64,1,13,"2021/09/02 13:15:00","2021/08/31 13:15:00","2021/09/01","13:15",0.5,5094333,"cells/L",2021,13,13,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.0127005205492606,-82.36189,26.92467,-82.3558333333333,26.9358333333333,0.9422283,0.9422283,0.00023239851,301.13376,3.5467186,0.8628381,3.65016471058466,256.326820453357,1.3907751e-06,12,26
1296,NA,26.92467,-82.36189,"2021-10-06","L2A_T17RLK_A032841_20211005T161348",947.502453385672,1093,876.671052631579,1003.6,771.670157068063,724.4,2048,1,294.225834855556,325.839539154982,318.488356408868,265.004851868015,245.215910352372,202.310167044922,0,0.397871743431705,NA,1,0,152.344134962804,34.9962708113241,71,1,13,"2021/10/07 11:15:00","2021/10/05 11:15:00","2021/10/06","11:15",0.5,2206673,"cells/L",2021,13,13,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.0127005205492606,-82.36189,26.92467,-82.3558333333333,26.9358333333333,0.53498197,0.53498197,3.6160152e-06,300.8218,-1.5339063,0.7281011,1.69793985435318,115.392343993071,0,12,26
1314,NA,26.92467,-82.36189,"2023-02-08","L2A_T17RLK_A039848_20230207T161257",840,1060.00790513834,296.333333333333,52,84.8571428571428,75.0025759917568,0,1,225.214776251768,224.615201306245,331.264664087128,216.429155845752,277.69117633441,245.341519616304,0,0.233688630385465,NA,1,0,150.421542276588,46.9947627821669,69,1,13,"2023/02/09 16:30:00","2023/02/07 16:30:00","2023/02/08","16:30",0.5,63000,"cells/L",2023,13,13,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.0127005205492606,-82.36189,26.92467,-82.3558333333333,26.9358333333333,0.1628937,0.1628937,0,294.90408,-3.8644066,0.061576206,3.8648971524827,90.9128848341709,0,12,26
1315,NA,26.92467,-82.36189,"2023-02-22","L2A_T17RLK_A031154_20230222T161544",1003.5,1244,453.290322580645,84.0909090909091,82.8705440900563,78.875,0,1,290.412444540018,316.869361056691,339.885145605569,212.178728067642,281.236638880746,245.755345783355,0,0.259254258260845,NA,1,0,147.158746280935,42.4126091366186,69,1,13,"2023/02/23 15:15:00","2023/02/21 15:15:00","2023/02/22","15:15",0.5,1140222,"cells/L",2023,13,13,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.0127005205492606,-82.36189,26.92467,-82.3558333333333,26.9358333333333,0.13249521,0.13249521,1.1920929e-07,295.29074,-0.5483532,2.4079216,2.46957033989656,167.170886450465,0,12,26
1317,NA,26.92467,-82.36189,"2023-03-29","L2A_T17RLK_A040563_20230329T160729",3840,3604.25245579568,3130,3280,1985,1749,0,2,280.491421205946,284.00530011961,418.263970097039,485.664305871619,415.99579821093,336.445018172475,0,0,127,1,0,137.5738347854,29.8424120529762,137,1,13,"2023/03/30 15:00:00","2023/03/28 15:00:00","2023/03/29","15:00",0.5,1000505,"cells/L",2023,13,13,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.0127005205492606,-82.36189,26.92467,-82.3558333333333,26.9358333333333,0.093588844,0.093588844,5.008777e-05,297.08817,1.9304733,-1.2961178,2.32522010000983,303.877371068708,5.9604645e-08,12,26
1331,NA,26.5264,-82.1945,"2019-10-16","L2A_T17RLK_A022545_20191016T161055",284,481.608591885442,152.960172228202,91.6706181202371,98.7073509015257,83.0017615971814,0,1,461.354489688304,518.605565552687,463.467714613315,341.985626728506,327.305484219254,290.855514798824,0,0.224697327284703,164,1,0,155.967631575,38.3656694843,75,2,14,"2019/10/17 12:11:00","2019/10/15 12:11:00","2019/10/16","12:11",0.5,18667,"cells/L",2019,14,14,73022745,27.9882115676014,17.0321788373228,1.64325491382644,0.000200331906,184.644852967551,1,5.6,0.000200331906,0,0,0,0,0,0,-81.9533333333,26.7491666667,67.318877975146,286.458831787109,-1,-1,1069117,0.12,0,1,0.170761249832756,-82.1945,26.5264,-82.0575,26.6283333333333,1.3729129,1.3729129,1.9987425e-05,300.59732,2.1357067,2.5855892,3.35358235616505,219.556838485679,0,11,31
1332,NA,26.5264,-82.1945,"2019-11-06","L2A_T17RLK_A022831_20191105T161109",760.666426253155,1062.75,519.416666666667,328.75,297.510037174721,276.153716216216,2048,1,338.704165224797,355.644290443171,435.809315446029,394.682288953705,333.352984721291,272.895621559721,0,0.252590259103915,173,1,0,160.154894987,44.5761661495,73,2,14,"2019/11/07 11:54:00","2019/11/05 11:54:00","2019/11/06","11:54",0.5,324333,"cells/L",2019,14,14,73022745,27.9882115676014,17.0321788373228,1.64325491382644,0.000200331906,184.644852967551,1,5.6,0.000200331906,0,0,0,0,0,0,-81.9533333333,26.7491666667,67.318877975146,286.458831787109,-1,-1,1069117,0.12,0,1,0.170761249832756,-82.1945,26.5264,-82.0575,26.6283333333333,1.4635396,1.4635396,4.2359035e-05,299.73325,-2.4824474,-2.8456452,3.77627352002603,41.1003758422173,0,11,31
1333,NA,26.5264,-82.1945,"2019-11-20","L2A_T17RLK_A014137_20191120T161552",682.176470588235,1099.75,434.25,42.71875,35.8763413387839,34.9502712477396,0,1,346.287706586625,311.187339061672,412.517760326603,317.725159542289,287.960596892447,254.784180032948,0,0.229061423645425,196,1,0,161.216803066,48.5285559505,72,2,14,"2019/11/21 12:48:00","2019/11/19 12:48:00","2019/11/20","12:48",0.5,1506803,"cells/L",2019,14,14,73022745,27.9882115676014,17.0321788373228,1.64325491382644,0.000200331906,184.644852967551,1,5.6,0.000200331906,0,0,0,0,0,0,-81.9533333333,26.7491666667,67.318877975146,286.458831787109,-1,-1,1069117,0.12,0,1,0.170761249832756,-82.1945,26.5264,-82.0575,26.6283333333333,1.1666825,1.1666825,0,293.78345,-0.08200518,-4.4705873,4.47133935823128,1.05087397269199,0,11,31
1334,NA,26.5264,-82.1945,"2019-11-26","L2A_T17RLK_A023117_20191125T161352",1345,1724,1104,919,863,872,0,2,358.181304538096,319.695570971773,447.928918609566,732.096842228441,397.349358421465,332.740884566377,0,0.499198360578225,199,1,0,161.254082526,49.6251360535,53,2,14,"2019/11/27 12:50:00","2019/11/25 12:50:00","2019/11/26","12:50",0.5,7333,"cells/L",2019,14,14,73022745,27.9882115676014,17.0321788373228,1.64325491382644,0.000200331906,184.644852967551,1,5.6,0.000200331906,0,0,0,0,0,0,-81.9533333333,26.7491666667,67.318877975146,286.458831787109,-1,-1,1069117,0.12,0,1,0.170761249832756,-82.1945,26.5264,-82.0575,26.6283333333333,1.1442587,1.1442587,7.947286e-08,293.31985,-2.0992916,-0.527256,2.16449165195123,75.9012734717157,0,11,31
1348,NA,26.5264,-82.1945,"2020-11-25","L2A_T17RLK_A019428_20201124T161304",361.5,526,98,10.375,42.9178690344062,44.1461870503597,0,1,380.785199506579,407.447665351024,374.598094561331,242.153105977796,257.802004393658,214.037896701705,0,0.166598625567008,199,1,0,161.252496644487,49.5776994179784,70,2,14,"2020/11/26 12:57:00","2020/11/24 12:57:00","2020/11/25","12:57",0.5,7333,"cells/L",2020,14,14,73022745,27.9882115676014,17.0321788373228,1.64325491382644,0.000200331906,184.644852967551,1,5.6,0.000200331906,0,0,0,0,0,0,-81.9533333333,26.7491666667,67.318877975146,286.458831787109,-1,-1,1069117,0.12,0,1,0.170761249832756,-82.1945,26.5264,-82.0575,26.6283333333333,2.3312123,2.3312123,2.046426e-06,296.13174,-6.235001,0.05972417,6.23528703801863,90.5488111745571,0,11,31
1351,NA,26.5264,-82.1945,"2021-03-10","L2A_T17RLK_A029838_20210309T161423",382,620.174224343675,138.720647773279,44.7117903930131,82.5272547076313,82.7486608982283,0,1,424.337336906689,453.694145686864,468.619405085298,293.995954179265,274.922617773313,237.433491129637,0,0.162162162162162,159,1,0,143.430705766504,36.9654049464656,74,2,14,"2021/03/11 12:41:00","2021/03/09 12:41:00","2021/03/10","12:41",0.5,44333,"cells/L",2021,14,14,73022745,27.9882115676014,17.0321788373228,1.64325491382644,0.000200331906,184.644852967551,1,5.6,0.000200331906,0,0,0,0,0,0,-81.9533333333,26.7491666667,67.318877975146,286.458831787109,-1,-1,1069117,0.12,0,1,0.170761249832756,-82.1945,26.5264,-82.0575,26.6283333333333,1.2021254,1.2021254,0,292.97818,-5.670195,-2.758941,6.3057804258875,64.053882629632,0,11,31
1373,NA,26.5264,-82.1945,"2022-11-29","L2A_T17RLK_A038847_20221129T160726",755,1082.5,489.5,59.4310747663551,51.6671891327064,59.4858870967742,0,1,213.539208317262,189.193299563895,302.399244522182,251.456105658391,259.554276790605,194.78571533927,0,0.167765752214351,202,1,0,161.156765677011,50.4637146938043,69,2,14,"2022/11/30 13:14:00","2022/11/28 13:14:00","2022/11/29","13:14",0.5,18000,"cells/L",2022,14,14,73022745,27.9882115676014,17.0321788373228,1.64325491382644,0.000200331906,184.644852967551,1,5.6,0.000200331906,0,0,0,0,0,0,-81.9533333333,26.7491666667,67.318877975146,286.458831787109,-1,-1,1069117,0.12,0,1,0.170761249832756,-82.1945,26.5264,-82.0575,26.6283333333333,1.9887488,1.9887488,0,296.75598,-4.434014,-0.861213,4.516875909693,79.0083677386157,0,11,31
1376,NA,26.5264,-82.1945,"2023-02-08","L2A_T17RLK_A039848_20230207T161257",318.5,570.160931174089,162.815561959654,34.8518518518518,82.6451776649746,83.8888888888889,0,1,237.574536658118,258.062133039165,293.329216725434,201.052250288797,247.953389992586,209.893862832454,0,0.208298895225265,192,1,0,150.421542276588,46.9947627821669,66,2,14,"2023/02/09 12:56:00","2023/02/07 12:56:00","2023/02/08","12:56",0.5,704322,"cells/L",2023,14,14,73022745,27.9882115676014,17.0321788373228,1.64325491382644,0.000200331906,184.644852967551,1,5.6,0.000200331906,0,0,0,0,0,0,-81.9533333333,26.7491666667,67.318877975146,286.458831787109,-1,-1,1069117,0.12,0,1,0.170761249832756,-82.1945,26.5264,-82.0575,26.6283333333333,1.213475,1.213475,0,294.3477,-4.1240907,-0.4959596,4.15380548734033,83.14259019065,0,11,31
1397,NA,26.80562,-82.27415,"2019-11-06","L2A_T17RLK_A022831_20191105T161109",474.8,684.333333333333,475.461423593828,483.373574782026,380.955092221331,349.777777777778,2048,1,195.956140053161,179.326653049555,187.759043014517,210.750253668857,128.363239954011,84.1992118377204,0,0.248484237659056,179,1,0,160.154894987,44.5761661495,121,1,15,"2019/11/07 13:30:00","2019/11/05 13:30:00","2019/11/06","13:30",0.5,12692642,"cells/L",2019,15,15,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.113040509995309,-82.27415,26.80562,-82.34,26.8975,0.17950004,0.17950004,2.2013983e-05,299.51376,-2.5448658,-2.9398835,3.88834886983947,40.8806073611033,0,14,18
1398,NA,26.80562,-82.27415,"2019-11-20","L2A_T17RLK_A014137_20191120T160546",395.346026490066,715.346199524941,204.082474226804,20.1530797101449,28.1000390777647,29.1616994292961,0,1,230.090994138691,212.31202376877,238.774824524768,335.849032502917,179.890182536334,110.531608178262,0,0.21216052890248,191,1,0,161.216803066,48.5285559505,127,1,15,"2019/11/21 17:00:00","2019/11/19 17:00:00","2019/11/20","17:00",0.5,324333,"cells/L",2019,15,15,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.113040509995309,-82.27415,26.80562,-82.34,26.8975,0.14511265,0.14511265,0,293.36987,0.05894534,-3.7217267,3.72219346388666,359.092615573047,0,14,18
1418,NA,26.80562,-82.27415,"2021-08-11","L2A_T17RLK_A023146_20210811T160454",521.145939086294,745.857786357786,489.251226692836,327.747530186608,419.941624365482,412.8,0,1,351.035863400002,337.7652710748,349.563777226688,335.580135952145,239.974582482837,163.042754982972,0,0.280669320622409,94,1,0,118.221290677051,21.7201652382721,116,1,15,"2021/08/12 12:32:00","2021/08/10 12:32:00","2021/08/11","12:32",0.5,120333,"cells/L",2021,15,15,73022809,10.8877427605717,9.6289236477276,1.13073310775926,9.1846402141e-05,88.1217259215564,1,0,0,0,0,0,0,0,0,-82.3833333333,26.975,846.515791459517,1484.31713867188,-1,-1,-1,-1,-1,1,0.113040509995309,-82.27415,26.80562,-82.34,26.8975,0.98962176,0.98962176,0.00034262738,300.53577,-3.827235,-0.2348016,3.83443079694856,86.4892931317116,0,14,18
